id,value
id_161,19.511959259011952
id_162,64.0176044742095
id_163,17.22780664941529
id_164,33.65828607978722
id_165,23.850693182523294
id_166,24.43190469974615
id_167,-0.5879055158072717
id_168,65.95312432857654
id_169,15.451847875537474
id_170,16.709872972409023
id_171,68.60887957378344
id_172,20.04970676728779
id_173,1.9034969345995236
id_174,24.915464235533094
id_175,-0.8458085377359197
id_176,6.923172681877013
id_177,18.163080550700343
id_178,19.575307975116562
id_179,24.456864409011608
id_180,43.26998720194645
id_181,31.963187500288956
id_182,28.441580151395385
id_183,13.183110039549273
id_184,6.2338732839766315
id_185,41.67033301736841
id_186,35.89832929403234
id_187,34.920193666639335
id_188,17.822287890867422
id_189,23.784190760604375
id_190,14.661057913430373
id_191,17.26874691308422
id_192,30.974967142273982
id_193,65.498665370973
id_194,30.01115984332805
id_195,10.518446672550684
id_196,63.9722636982372
id_197,16.154538592816035
id_198,20.215931107573404
id_199,20.86059450812735
id_200,122.99301031481511
id_201,23.23613745215667
id_202,58.27162212167251
id_203,6.9250601390264706
id_204,60.605938448259266
id_205,36.04868517710988
id_206,14.995560772511222
id_207,14.896435155432396
id_208,62.96240303262558
id_209,15.098592106549772
id_210,36.07197927054983
id_211,68.70747416153188
id_212,19.112808342051792
id_213,113.68010049798488
id_214,41.19694831500449
id_215,78.93558619761583
id_216,90.11717206144665
id_217,72.02583854663285
id_218,31.15332287831825
id_219,18.89811768850084
id_220,30.147491816403896
id_221,58.86494365918564
id_222,29.220880048551123
id_223,38.64449845982325
id_224,43.793982751525036
id_225,10.694532313311939
id_226,3.584212914850731
id_227,80.89803221271782
id_228,30.990852924761096
id_229,1.2880016978581246
id_230,41.149302921499
id_231,16.168167793268626
id_232,22.877905122945887
id_233,8.362450862843836
id_234,14.62377555132048
id_235,25.64402240124312
id_236,13.845741544969552
id_237,3.4320637306948036
id_238,22.336277622371515
id_239,11.906058428161504
